id	label	query
50097508	1	"SELECT DISTINCT (A.bid) FROM Sightings A, (SELECT oid, Count(*) AS cnt FROM Sightings WHERE date = date('2013-12-15') GROUP BY oid ORDER BY cnt DESC LIMIT 1) AS B WHERE A.oid = B.oid"
50097597	1	"SELECT DISTINCT species FROM Birds WHERE bid = ANY(SELECT bid FROM Sightings WHERE oid = (SELECT oid FROM Sightings WHERE when = date('2013-12-15') GROUP BY oid HAVING Count(*) = (SELECT MAX(sd) FROM (SELECT oid, Count(*) AS sd FROM Sightings WHERE when = date('2013-12-15') GROUP BY oid))))"
50097711	1	"SELECT DISTINCT S2.bid FROM Sightings S2 WHERE S2.oid = Mipid IN (SELECT Mipid AS Mipid, Max(Most) FROM (SELECT s.oid AS Mipid, Count(*) AS Most FROM Sightings S WHERE S.when = date('2013-12-15') GROUP BY S.oid))"
50097742	1	"SELECT DISTINCT b1.species FROM Birds b1, Observers o1, Sightings s1 WHERE b1.bid = s1.bid AND s1.oid = o1.oid AND o1.oid = (SELECT obs_id FROM (SELECT o.oid AS obs_id, Count(*) AS cnt FROM Observers o, Sightings s WHERE s.when = date('2013-12-15') AND s.oid = o.oid GROUP BY o.oid) x ORDER BY x.cnt DESC  LIMIT 1)"
50097870	1	"SELECT Count(DISTINCT B.species) AS dcounts, o.name from Birds b, Observers o, Sightings s GROUP BY o.name HAVING o.oid = (SELECT o.oid FROM Observers o2, Sightings s2 WHERE s2.when = date('2013-12-15') AND Count(bid) = MAX(Count(bid)))"
50097884	1	SELECT DISTINCT species FROM Birds WHERE bid IN (SELECT bid FROM Sightings WHERE oid IN (SELECT MAX(most) FROM (SELECT Count(*) AS most FROM Sightings WHERE when = date('2013-12-15') GROUP BY oid)))
50097971	1	"SELECT Count(DISTINCT bid) FROM Sightings WHERE oid IN (SELECT oid FROM (SELECT oid, MAX(Count(*)) FROM Sightings WHERE when = date('2013-12-15') GROUP BY oid))"
50097989	1	SELECT Count(DISTINCT S.bid) FROM Sightings S WHERE S.oid = (SELECT S.oid FROM Sightings S WHERE when = date('2013-12-15') ORDER BY Count(S.oid) DESC LIMIT 1)
50097995	1	"SELECT DISTINCT B.species FROM Birds B WHERE B.bid = (SELECT S1.bid FROM Sightings S1 WHERE S1.when = '2013-12-15' AND S1.oid = (SELECT S2.oid FROM (SELECT S3.oid, Count(*) AS CT FROM Sightings S3 GROUP BY S3.oid ORDER BY CT DESC LIMIT 1) S2))"
50098026	1	"SELECT Count(DISTINCT bid) FROM Sightings WHERE oid = (SELECT oid, Count(*) FROM Sightings WHERE date = date('2013-12-15') GROUP BY oid HAVING Count(*) >= ALL(SELECT Count(*) FROM Sightings WHERE date = date('2013-12-15') GROUP BY oid))"
50098028	1	"SELECT Count(DISTINCT B.species) AS Distinct_species_count FROM Birds B, Observers O, Sightings S WHERE B.bid = S.bid AND O.oid = S.oid AND O.oid IN (SELECT S1.oid FROM Sightings S1 WHERE S1.when = date('2013-12-15') GROUP BY S1.oid HAVING Count(*) >= (SELECT Count(*) AS man_count FROM Sightings S2 WHERE S2.when = date('2013-12-15') GROUP BY S2.oid ORDER BY man_count LIMIT 1))"
50098029	1	"SELECT Count(DISTINCT species) FROM Birds B, Sightings S WHERE B.bid = S.bid GROUP BY oid HAVING Count(*) = (SELECT MAX(num_birds) FROM (SELECT Count(*) AS num_birds, oid FROM Sightings WHERE when = date('2013-12-15') GROUP BY oid) A)"
50098051	1	"SELECT DISTINCT Count(S.bid) FROM Sightings S WHERE S.oid IN (SELECT a.oid FROM (SELECT S.oid, Count(*) AS cnt FROM Sightings S WHERE S.when = date('2013-12-15') GROUP BY S.oid) AS a WHERE cnt = MAX(cnt))"
50098064	1	"SELECT Count(DISTINCT B.species) FROM Birds B, Sightings S WHERE B.bid = S.bid AND S.oid IN (SELECT S1.oid FROM Sightings S1 WHERE when = date('2013-12-15') GROUP BY S1.oid HAVING Count(S1.bid) = (SELECT MAX(Count(S2.bid)) FROM Sightings S2 WHERE when = date('2013-12-15') GROUP BY S2.oid)) GROUP BY B.species"
50098129	1	"SELECT DISTINCT species FROM Birds WHERE bid IN (SELECT DISTINCT bid FROM Sightings WHERE oid = (SELECT oid FROm (SELECT oid, Count(*) AS count FROM Sightings WHERE when = date('2013-12-15') GROUP BY oid ORDER BY count DESC LIMIT 1)))"
50098161	1	"SELECT DISTINCT species FROM Birds WHERE bid IN (SELECT bid FROM Sightings WHERE oid = (SELECT oid FROM (SELECT oid, MAX(birdcount) FROM (SELECT oid, Count(*) AS birdcount FROM Sightings WHERE when = date('2013-12-15') GROUP BY oid) g1)))"
50098542	1	"SELECT DISTINCT Count(species) FROM Sightings NATURAL JOIN Birds WHERE oid IN (SELECT oid, Count(bid) FROM Sightings WHERE when = date('2013-12-15') GROUP BY oid ORDER BY Count(bid) DESC LIMIT 1)"
50130415	2	"SELECT C1.name FROM (SELECT b.species, b.name, Count(*) AS count FROM Sightings s, Birds b, Observers o WHERE s.oid = o.oid AND s.bid = b.bid GROUP BY b.species, o.name) C1, (SELECT species, MAX(count) count FROM C1 GROUP BY species) C2 WHERE C1.species = C2.species AND C1.count = C2.count"
50132703	2	"SELECT o.name FROM Observers o WHERE o.oid = (SELECT t.oid FROM (SELECT s.oid, Count(s.bid) AS points FROM Sightings GROUP BY s.oid HAVING Count(s.bid) > 1) as t GROUP BY t.oid ORDER BY t.points DESC LIMIT 1)"
50133314	2	SELECT s.oid FROM Sightings WHERE count = (SELECT Count(*) FROM Sightings WHERE s.bid = 1 ORDER BY count DESC LIMIT 1)
50133325	2	"SELECT O.name FROM Observers O, (SELECT DISTINCT Q.oid AS T FROM (SELECT S.oid, S.bid, Count(*) AS C FROM Sightings S GROUP BY S.oid, S.bid) Q, (SELECT MAX(Q.C) AS J, Q.bid FROM (SELECT S.oid, S.bid, Count(*) AS C FROM Sightings S GROUP BY S.oid, S.bid) Q GROUP BY Q.bid) R WHERE Q.bid = R.bid AND Q.C = R.J) M WHERE O.oid = M.T"
50134010	2	SELECT name FROM Observers WHERE oid IN (SELECT oid FROM Sightings NATURAL JOIN Birds GROUP BY species ORDER BY Count(bid) LIMIT 1)
50134017	2	"SELECT Observers.name FROM Birds, Sightings, Observers WHERE Birds.bid = Sightings.bid AND Sightings.oid = Observers.oid GROUP BY oid, species HAVING Count(*) >= ALL(SELECT Count(*) FROM Birds B, Sightings S, Observers O WHERE B.bid = S.bid and S.oid = O.oid)"
50134407	2	"SELECT O.name FROM LEADERBOARD L, Observers O, (SELECT bid, MAX(c) FROM (SELECT oid, bid, Count(*) AS c FROM Sightings GROUP BY oid, bid) LEADERBOARD GROUP BY bid) AS CHAS WHERE L.oid = O.oid AND L.c = CHAS.c"
50134713	2	"SELECT O.name FROM (SELECT O.oid, O.name, MAX(count) FROM (SELECT b.bid, o.name, Count(*) FROM Birds b, Observers o, Sightings s GROUP BY b.bid ORDER BY count DESC) leaderboard GROUP BY b.bid ORDER BY count) WHERE count >= max(count)"
50134835	2	"SELECT Observers.name FROM Sightings, Birds, Observers WHERE Observers.oid = Sightings.oid AND Birds.bid = Sightings.bid GROUP BY oid, bid HAVING Count(*) > (SELECT Count(*) FROM Sightings, Birds, Observers WHERE Observers.oid = Sightings.oid AND Birds.bid = Sightings.bid GROUP BY oid, bid HAVING oid <> Observers.oid AND bid = birds.bid)"
50135057	2	"SELECT DISTINCT LB2.name FROM (SELECT LB.name, MAX(siting) AS maxsitings FROM (SELECT b.bid, o.oid, o.name, Count(*) AS sitings FROM Birds b, Observers o, Sightings s WHERE b.bid = s.bid AND o.oid = s.oid GROUP BY b.bid, o.oid) LB GROUP BY LB.bid, LB.name HAVING LB.siting = maxsitings) LB2"
